HMDB51/frame_240/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_1/,67,19
HMDB51/frame_240/pour/Robin_and_the_magical_tea_pour_pour_u_cm_np1_fr_goo_0/,239,25
HMDB51/frame_240/flic_flac/JOAKIN_(air_tricks_extreme)_flic_flac_f_cm_np1_ri_med_7/,77,14
HMDB51/frame_240/situp/How_to_Train_for_Boxing_-_Sit_Up_Techniques_for_Boxing_Training_situp_f_cm_np1_le_med_1/,78,38
HMDB51/frame_240/run/LONGESTYARD_run_f_cm_np1_le_med_4/,50,32
HMDB51/frame_240/climb_stairs/Walking_up_the_stairs_climb_stairs_l_cm_np1_ba_med_0/,99,5
HMDB51/frame_240/eat/RETURN_OF_THE_KING_eat_h_nm_np1_ri_goo_16/,55,11
HMDB51/frame_240/turn/MeettheFockers_turn_u_nm_np1_ba_med_0/,53,48
HMDB51/frame_240/swing_baseball/Faith_Rewarded_swing_baseball_f_nm_np1_fr_med_52/,66,43
HMDB51/frame_240/run/TrumanShow_run_f_cm_np1_ba_med_13/,44,32
HMDB51/frame_240/walk/TheLastManOnearth_walk_f_nm_np1_ba_med_19/,108,49
HMDB51/frame_240/walk/Two_Towers_2_walk_f_cm_np2_le_med_1/,107,49
HMDB51/frame_240/shoot_bow/TURKISHRECURVEBOW_shoot_bow_u_cm_np1_ba_med_1/,125,35
HMDB51/frame_240/punch/PracticingBoxingonaDoubleEndBag-LeadRightwithaHook_punch_u_nm_np1_fr_med_4/,99,27
HMDB51/frame_240/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2/,294,0
HMDB51/frame_240/handstand/handstand_sandy_handstand_f_cm_np1_le_med_0/,79,16
HMDB51/frame_240/hug/Free_Hugs_-_Paris_www_calins-gratuits_com_hug_f_cm_np2_ba_med_0/,79,18
HMDB51/frame_240/laugh/Can_t_stop_laughing_laugh_u_cm_np1_fr_goo_0/,210,23
HMDB51/frame_240/push/prelinger_LetsBeGo1953_push_f_cm_np1_ba_med_11/,99,28
HMDB51/frame_240/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_2/,49,19
HMDB51/frame_240/situp/Body_Flex_-_How2_-_Sit-Up_situp_f_nm_np1_le_goo_2/,109,38
HMDB51/frame_240/ride_bike/Finding_Forrester_4_ride_bike_f_cm_np1_fr_bad_5/,192,30
HMDB51/frame_240/swing_baseball/8YearOldHitsaHomeRunBaseball_swing_baseball_f_cm_np1_fr_bad_0/,65,43
HMDB51/frame_240/throw/KnifeThrowingJackDaggerDemoReel_throw_u_cm_np1_ri_med_7/,110,47
HMDB51/frame_240/dribble/Basic_Basketball_Moves_dribble_f_cm_np1_ba_goo_5/,77,9
HMDB51/frame_240/shoot_gun/Italian_Job_1_shoot_gun_u_nm_np1_fr_med_3/,36,36
HMDB51/frame_240/drink/Oceans11_drink_h_nm_np1_le_goo_5/,75,10
HMDB51/frame_240/drink/SweeneyTodd_drink_u_nm_np1_le_goo_23/,72,10
HMDB51/frame_240/walk/Eurotrip_walk_u_cm_np1_fr_med_6/,77,49
HMDB51/frame_240/brush_hair/brushing_hair_brush_hair_f_nm_np2_ri_goo_1/,230,0
HMDB51/frame_240/dive/OldSchool_dive_f_cm_np2_ri_bad_15/,50,7
HMDB51/frame_240/walk/20060723sfjffcomeback_walk_u_cm_np1_ri_med_2/,44,49
HMDB51/frame_240/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_le_bad_19/,41,21
HMDB51/frame_240/swing_baseball/practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_8/,94,43
HMDB51/frame_240/shoot_gun/Pirates_5_shoot_gun_u_nm_np1_fr_goo_4/,33,36
HMDB51/frame_240/dribble/Sibu_Malaysia_Vacation_little_brother_dribbling_basketball_Sarawak_dribble_f_cm_np1_ri_med_7/,77,9
HMDB51/frame_240/golf/Mike_Weir_at_the_2007_Masters_golf_f_cm_np1_le_med_0/,78,15
HMDB51/frame_240/stand/Finding_Forrester_3_stand_u_cm_np1_fr_bad_10/,111,42
HMDB51/frame_240/somersault/Dive_and_roll_compilation_(Parkour)_somersault_f_cm_np1_fr_bad_2/,39,41
